,SUIUSDT,HUMAUSDT,ADAUSDT,FILUSDT,AVAXUSDT,BCHUSDT,PAXGUSDT,TAOUSDT,LINKUSDT,XAIUSDT,OGNUSDT,NEARUSDT,DOTUSDT,RESOLVUSDT,FLOWUSDT,SIRENUSDT,ENAUSDT,LTCUSDT,AAVEUSDT,TRXUSDT
OGNUSDT,0.97963834021729,0.7623133757349846,0.9824730682623642,0.9352981071329024,0.9588800213069049,0.15748489185431946,-0.911584746416357,0.8659066672375716,0.9133250545931962,0.9573518549487613,1.0,0.9450668783358577,0.9772252720993934,0.6654430485375412,0.9449731737752453,-0.5063080908654551,0.9381502465678703,0.9416657578722867,0.9814283809660237,0.6870445356934586
NEARUSDT,0.9405991869504559,0.7688690426061323,0.9545269416719335,0.9409792073930262,0.9546799831400187,0.12988700860853317,-0.8373437217617458,0.8950138952327688,0.8980584304670773,0.8904950101816727,0.9450668783358577,1.0,0.9707042082123645,0.6140930775099653,0.930714392556753,-0.4705735902837961,0.9160630962328298,0.9580250279796764,0.9258977812802139,0.6616835867363093
DOTUSDT,0.9790818773465279,0.763050706734354,0.9780756134503968,0.9609408873262044,0.9630914211386803,0.06791259666161126,-0.9042219302809494,0.878962360494126,0.8819355494314606,0.9626699341887291,0.9772252720993934,0.9707042082123645,1.0,0.6926853128890622,0.9342574862577051,-0.4529675886444912,0.909771134204302,0.9289210095677856,0.9712320105453361,0.6521519842484067
RESOLVUSDT,0.6671520999917501,0.6173531398560848,0.6091281998919538,0.7727503178776662,0.5695602135961885,-0.08660928498337993,-0.758683523656441,0.4774855016869588,0.4472682717858504,0.7794146565477472,0.6654430485375412,0.6140930775099653,0.6926853128890622,1.0,0.6258379582703418,-0.2955901699212356,0.5104548441147323,0.5536998584187887,0.6689621191679808,0.33307167324665143
FLOWUSDT,0.9138035143276529,0.804488778103076,0.9229701702603788,0.911644598007113,0.8963794186360017,0.0791911506487979,-0.9078599710361226,0.8870060710912386,0.8441198091819321,0.9051544965773018,0.9449731737752453,0.930714392556753,0.9342574862577051,0.6258379582703418,1.0,-0.5848008008403542,0.8875307856789327,0.9255590762937933,0.9382877368628754,0.5126313096195768
SIRENUSDT,-0.5047885612265762,-0.6410701615052894,-0.4359978074008307,-0.5345415225486637,-0.4099741278328455,-0.28891841749481617,0.567684746258104,-0.5205936347238262,-0.38247630159518503,-0.49901813775820025,-0.5063080908654551,-0.4705735902837961,-0.4529675886444912,-0.2955901699212356,-0.5848008008403542,1.0,-0.43281805204494317,-0.5204742040962893,-0.5090204166930001,-0.10232211872136893
ENAUSDT,0.9221719126943522,0.6605465398015122,0.9623229498152529,0.842397834598259,0.9536818483369934,0.3238759541157773,-0.7913700199971097,0.8102397243613199,0.9743974890792547,0.8394707700164044,0.9381502465678703,0.9160630962328298,0.909771134204302,0.5104548441147323,0.8875307856789327,-0.43281805204494317,1.0,0.9682280195430171,0.9068372758517179,0.8028561047720597
LTCUSDT,0.9245337944287503,0.738233212212804,0.9530739713849906,0.9010386417499502,0.9398937851604545,0.3088194479223663,-0.8229347899569045,0.8555697430541782,0.9479558126460947,0.8515535095662272,0.9416657578722867,0.9580250279796764,0.9289210095677856,0.5536998584187887,0.9255590762937933,-0.5204742040962893,0.9682280195430171,1.0,0.9143847704659476,0.726512232966364
AAVEUSDT,0.9796238173259154,0.777028916779057,0.9687881104377767,0.9361288651555917,0.9405435613323333,0.14556972816987548,-0.9224577373538264,0.8591760130913488,0.8858175283361212,0.9657625612056482,0.9814283809660237,0.9258977812802139,0.9712320105453361,0.6689621191679808,0.9382877368628754,-0.5090204166930001,0.9068372758517179,0.9143847704659476,1.0,0.6400531483926347
TRXUSDT,0.6927936575594998,0.3280495136266896,0.7484941554128894,0.559790348871322,0.7638259708813234,0.44114809112177134,-0.4541415250445609,0.45212065235997867,0.8453028163954711,0.5685642118278527,0.6870445356934586,0.6616835867363093,0.6521519842484067,0.33307167324665143,0.5126313096195768,-0.10232211872136893,0.8028561047720597,0.726512232966364,0.6400531483926347,1.0
